checkpoint_label,taken_utc,slot,rank,title,wallet,balance,prev_rank,move
noon ET,2026-08-19T16:00:01+00:00,440295797,32,,ACNu7R9GB5KjyuNf3Tc9wAxXHoPCVqfoQeZa5zv9S53p,3000000.000000,26,-6
noon ET,2026-08-19T16:00:01+00:00,440295797,33,,3sAenA9xaFPAXWMNPNNVf6yje3kNT4f5rUx4mVpZsXrW,2668028.930139,33,0
noon ET,2026-08-19T16:00:01+00:00,440295797,34,,BcEzcCpALWxRi9eShRGbgsKN1nkekQqPVY1mRFea8kQc,2618674.468525,34,0
noon ET,2026-08-19T16:00:01+00:00,440295797,35,,8E3M5KqhsLM7GMA3nUe8diYEZFhxcPAYpAAXU467od3a,2173973.046698,35,0
noon ET,2026-08-19T16:00:01+00:00,440295797,36,,43ijP5TDBhU8Gn8i5Z93HSVVc6GN8MVQpx4TgM3SYhF6,2046619.625607,36,0
noon ET,2026-08-19T16:00:01+00:00,440295797,37,,73veij2mPGTdtBoULqVZ94L9tCziJ5yHhbZSb1CSeb9M,2018910.364996,37,0
noon ET,2026-08-19T16:00:01+00:00,440295797,38,,EQbpRukTiUz6ue2zgkKaDMdM3GGozdc7b8JnmePfKUBT,2004106.807451,38,0
noon ET,2026-08-19T16:00:01+00:00,440295797,39,,EAJPMRwp9VouiAoTtNqmomYWk2jPkJ5BGuxpJrxKpzt4,1992800.787108,39,0
noon ET,2026-08-19T16:00:01+00:00,440295797,40,,GeDDnsyp5a9eNvft23Bp6iDNcghvry3bapjRvVAMdrW7,1989869.907348,40,0
noon ET,2026-08-19T16:00:01+00:00,440295797,41,,2JhWVvDt7UBgbsFcBueUq5nyTtN616iXbfBcDmP9Nbdj,1973072.844631,41,0
noon ET,2026-08-19T16:00:01+00:00,440295797,42,,Dj5ZpEApBJCC7G1Kdu59NQe1adDwWt1rfVXss6vBaaMX,1954558.036140,42,0
noon ET,2026-08-19T16:00:01+00:00,440295797,43,,3YBNGfNaLL8uGnmtshvMw13SgsMryiKEZY3r6Qgxm2hN,1889037.060299,43,0
noon ET,2026-08-19T16:00:01+00:00,440295797,44,,erZZbYUnZGpJTKVXfBL9kG1CtBWT5v91YWQqq7uAjXe,1746774.619653,45,1
noon ET,2026-08-19T16:00:01+00:00,440295797,45,,7cBcYpZNrhq8Sn3Ziix8Bgm6XiSj76KBiguLJfvBaTYB,1653401.236918,46,1
noon ET,2026-08-19T16:00:01+00:00,440295797,46,,3PLfTSTtTTzyXRoFZmwebFaETWmM74b72iX47bCfMrac,1580613.340444,47,1
noon ET,2026-08-19T16:00:01+00:00,440295797,47,,9biBcAbi3G4vuLcjmZsTnbV11Mx6z54abEQMZwqDdf2J,1143806.157462,48,1
noon ET,2026-08-19T16:00:01+00:00,440295797,48,,JE8wCiSSC6jC1ttRX5XryAdVw4HXAHQX3HaChb2GWsAa,1070391.070649,49,1
noon ET,2026-08-19T16:00:01+00:00,440295797,49,,CBbs3qy3A2oy6ahBaqJSojQ4Ap3mwgoZWRY8vaAHgyBk,1038292.892449,50,1
noon ET,2026-08-19T16:00:01+00:00,440295797,50,,AqkMRA9WzEgX5TkywLxCv3Uvon1ciucNicdRYnK4Dif7,985000.429811,51,1
noon ET,2026-08-19T16:00:01+00:00,440295797,51,,CL1kvg2mAfRyEbeMFeBVwJimmj7BXB5ymRpiuMYBFPvb,966834.935999,52,1
noon ET,2026-08-19T16:00:01+00:00,440295797,52,,2fQ3rzjFoXMrokfxXZ1pDJG56Q1tYQSd5J3tRefASfSA,923581.987447,53,1
noon ET,2026-08-19T16:00:01+00:00,440295797,53,,DeJTLwStVJNfhmNwrDhq1QHqWKt95QUDpeZnifs6fdV,847682.574606,54,1
noon ET,2026-08-19T16:00:01+00:00,440295797,54,,6e4jRpxJnLvCqC1p6ayrb64xMeN6wqZKxvdRmzM6sU1L,812931.011386,55,1
noon ET,2026-08-19T16:00:01+00:00,440295797,55,,A9SGJN94LhKFbUJSmfJc7giYcWsJZgpUfmouTQ9TjA7A,797045.425808,56,1
noon ET,2026-08-19T16:00:01+00:00,440295797,56,,FnUUq6pbGTtnbvJWRHquoWVKEbuaSfgiTXyxE9iJ7Y6J,765230.992272,57,1
noon ET,2026-08-19T16:00:01+00:00,440295797,57,,DiNCnFoHYzECUjEo8RSaB3eSUmuRPHbgV9smRewY1Zbv,710283.425379,58,1
noon ET,2026-08-19T16:00:01+00:00,440295797,58,,CzbkhAJYgE8k3otTGj8b21uGnHtsBGwuDdmKndYghmTq,698878.275327,59,1
noon ET,2026-08-19T16:00:01+00:00,440295797,59,,JDJ7fZL8LQ3fRsj4BJvZfiD4GJDLXjKRVq5chCQoF3ob,663747.249973,60,1
noon ET,2026-08-19T16:00:01+00:00,440295797,60,,FS5MkLp1914ErDqifbznHgF5r91Bf8ekBVDgdzVpQquJ,661335.790912,61,1
noon ET,2026-08-19T16:00:01+00:00,440295797,61,,CewxFJbUMcveTvJJtSNhHV3gQixwM6QjjEU1tVvNzwCq,658250.228479,62,1
noon ET,2026-08-19T16:00:01+00:00,440295797,62,,qwrjAJYC6HmNyjR3sNA1rrp81oNpVtoyC6wE8URUW2k,651700.261619,63,1
noon ET,2026-08-19T16:00:01+00:00,440295797,63,,CYv5EJtQCUvjfCXUuTAimB85ZzpzRjxEGYjES8WAnwQA,649306.964182,64,1
noon ET,2026-08-19T16:00:01+00:00,440295797,64,,BFVbjUCarjwDELo3XmMgZ5xHr7cGqaUQuFmpzN2ez7kq,633721.719696,65,1
noon ET,2026-08-19T16:00:01+00:00,440295797,65,,ejFecBu4RoHRu2ZngiiVbyyqgGyQxubuF3amdyZ8nSR,551099.389527,66,1
noon ET,2026-08-19T16:00:01+00:00,440295797,66,,mP4tnNkwAtRLpSZG5CqcH3CVPJHgVw7XH3j6YRyayQP,519195.112829,67,1
noon ET,2026-08-19T16:00:01+00:00,440295797,67,,BYbqTpJAqh8zpbC47BL4PV9jPyizgDXrEcMspMyBhwjb,512490.553616,68,1
noon ET,2026-08-19T16:00:01+00:00,440295797,68,,C86CSbaDv3EpAjj59yPx5FYhNX3tUjYEq4Y2B8xZdQcm,446376.346321,69,1
noon ET,2026-08-19T16:00:01+00:00,440295797,69,,7bYduC5HiSdAN3R5GW9qEpwUSm6wrNHwpmRby6wbGviG,416038.628974,70,1
noon ET,2026-08-19T16:00:01+00:00,440295797,70,,HHLLMbCKZScCC47VZTNq53dRz6f9zhrdRgaqCRXvYswb,372695.535850,71,1
noon ET,2026-08-19T16:00:01+00:00,440295797,71,,5YwodrNkmG4AYXMhqh9DHU36onTWBHhhABHmwfBiBJY4,347777.700493,72,1
noon ET,2026-08-19T16:00:01+00:00,440295797,72,,76FfWqBV49fJJfEuMqJd3ti9itx27tgEmPPu6TrTehzC,340865.745196,73,1
noon ET,2026-08-19T16:00:01+00:00,440295797,73,,7NtoPw1XdgMoAmwtEFFziVwWNjWESzvRT8DKfTQLj364,334842.471486,74,1
noon ET,2026-08-19T16:00:01+00:00,440295797,74,,8A7yVSaFNbcUgeEYNaeZFLxbyVzVaMYjc7izuhgHVaJq,306791.804861,75,1
noon ET,2026-08-19T16:00:01+00:00,440295797,75,,6CjEdC8Lz2GrcLzHeJ359MXfH1S28nmsDiSi52rh9RuW,302726.000000,76,1
noon ET,2026-08-19T16:00:01+00:00,440295797,76,,7Hzw68NxKuHw9Aq2sB9z6xVQNqd6vHoftK8NNyqVN1Wi,288747.341352,77,1
noon ET,2026-08-19T16:00:01+00:00,440295797,77,,Ap99bzeSSyEcFbFtTrsuWkya1FHRVddAcGiJXgqF2L2S,272984.220901,78,1
noon ET,2026-08-19T16:00:01+00:00,440295797,78,,FfzHCmJKbx137kFkps76oLmtipJK3rPGu8ysixZtzgNg,270762.087185,79,1
noon ET,2026-08-19T16:00:01+00:00,440295797,79,,5Ks4SnK63TDBXPfmVMkCpN1WqnNGFuzTJ95nkd26tstM,233458.796084,80,1
noon ET,2026-08-19T16:00:01+00:00,440295797,80,,EkRsDmWFNo49whxqN8KjLokB5yUdhM7i7DkBSkbdc7kX,231637.139159,81,1
noon ET,2026-08-19T16:00:01+00:00,440295797,81,,H39YJXTY3RUXQ7ycVQvd8U3D5N1sS3iCAVLtkQgCj8Cz,223664.749319,82,1
noon ET,2026-08-19T16:00:01+00:00,440295797,82,,HQ8LB9jAzHqkkvJBmunwMMM3Pkpm89FPV7cAcHXZ8hF,219713.323928,83,1
noon ET,2026-08-19T16:00:01+00:00,440295797,83,,8TaxyAC5qR5Z1Nq6d8aSiyKbc7Aqhm1wmpcDDsWh8yAY,206347.792246,84,1
noon ET,2026-08-19T16:00:01+00:00,440295797,84,,5sLC9cJAUHkY44H84KpWpmUPWw2KseSu2dJX9gHmt4aU,200000.000000,85,1
noon ET,2026-08-19T16:00:01+00:00,440295797,85,,7dbMSsmWdeHRfST7LeajkkDrDFfCq9iXDsHFXgqxMgr8,190830.216565,86,1
noon ET,2026-08-19T16:00:01+00:00,440295797,86,,7TSvAKKvGbokfPRirQM1eaGu5867ATQXEN2r3hC5nqaj,180261.814151,87,1
noon ET,2026-08-19T16:00:01+00:00,440295797,87,,AxTo93zo7ooToK76tFvaK978CiPtAPH3s7aUXzDfRKjG,156116.403785,88,1
noon ET,2026-08-19T16:00:01+00:00,440295797,88,,ECMMuhFXrKmzUxfuSV85qaCFzwp7pKFA7eeQmPWcBU45,155098.494756,89,1
noon ET,2026-08-19T16:00:01+00:00,440295797,89,,D7TaE6R1jyxctVJDqa9asXQkbQ9UNdcAGvUsjc9nZpM3,140266.767426,90,1
noon ET,2026-08-19T16:00:01+00:00,440295797,90,,AqagJ6b3aFD2prrhyQbfZXWApRMQrzv8hc2ct63aMwPw,131567.496442,91,1
noon ET,2026-08-19T16:00:01+00:00,440295797,91,,9Jy2wzrxE84g6KEJfheGaR6Z83gHqygm8tPAUV9Txccb,129106.304917,92,1
noon ET,2026-08-19T16:00:01+00:00,440295797,92,,3D1tMLcqbEJoCWbzckVgyng3VWwhThuVzv4P6jcvgwKB,128185.302757,93,1
noon ET,2026-08-19T16:00:01+00:00,440295797,93,,69o1rHa4FWRdq9p3yYwtjyFC5CkqFhfEmbfSYFPeA2WC,128034.102902,94,1
noon ET,2026-08-19T16:00:01+00:00,440295797,94,,4A9HxCsazyxPqaz7J4fKvgAbhHoYq8FJ1cnNZXcXnevQ,126282.462900,95,1
noon ET,2026-08-19T16:00:01+00:00,440295797,95,,6pDVrZS5DWEDAqAaUe7SXU8bQAbrqTM4KMaaVghHJ1ea,125402.463514,96,1
noon ET,2026-08-19T16:00:01+00:00,440295797,96,,4XXh2q71SaE9nPXyKQ9Ad6tFymXsu1cqg6N33WNuNxnR,122478.483186,97,1
noon ET,2026-08-19T16:00:01+00:00,440295797,97,,2uLNVHPFxsM8rPd5aYw4pqbAcFPFuA18t8nLx7b3jWtx,116153.271725,98,1
noon ET,2026-08-19T16:00:01+00:00,440295797,98,,EpdLNHBQ5SLciNCpn5qAqHa5Rrjk9qz2yzYEAjyAjhwJ,114054.324591,99,1
noon ET,2026-08-19T16:00:01+00:00,440295797,99,,VCpbLkFLQbtfaqPzknySgjJjaz8uvJcoVzi4J7BhCRQ,110443.710525,100,1
noon ET,2026-08-19T16:00:01+00:00,440295797,100,,fTuMGHYFFLLXyiLVRPocdygUbf4FEiZjtDar8PsqSmq,109438.718222,,
