checkpoint_label,taken_utc,slot,rank,title,wallet,balance,prev_rank,move
noon ET,2026-08-18T16:00:00+00:00,440088119,65,,CYv5EJtQCUvjfCXUuTAimB85ZzpzRjxEGYjES8WAnwQA,649306.964182,67,2
noon ET,2026-08-18T16:00:00+00:00,440088119,66,,BFVbjUCarjwDELo3XmMgZ5xHr7cGqaUQuFmpzN2ez7kq,633721.719696,68,2
noon ET,2026-08-18T16:00:00+00:00,440088119,67,,ejFecBu4RoHRu2ZngiiVbyyqgGyQxubuF3amdyZ8nSR,551099.389527,69,2
noon ET,2026-08-18T16:00:00+00:00,440088119,68,,mP4tnNkwAtRLpSZG5CqcH3CVPJHgVw7XH3j6YRyayQP,519195.112829,70,2
noon ET,2026-08-18T16:00:00+00:00,440088119,69,,BYbqTpJAqh8zpbC47BL4PV9jPyizgDXrEcMspMyBhwjb,512490.553616,71,2
noon ET,2026-08-18T16:00:00+00:00,440088119,70,,4zfCThndSogCEcVk31hnktRyLoxkiZHFgjDhqnpSLzjk,465199.732791,,
noon ET,2026-08-18T16:00:00+00:00,440088119,71,,C86CSbaDv3EpAjj59yPx5FYhNX3tUjYEq4Y2B8xZdQcm,446376.346321,72,1
noon ET,2026-08-18T16:00:00+00:00,440088119,72,,7bYduC5HiSdAN3R5GW9qEpwUSm6wrNHwpmRby6wbGviG,416038.628974,73,1
noon ET,2026-08-18T16:00:00+00:00,440088119,73,,FbCqEYFUAziniHHQvHWqu7bLn3XH8JM2SATdrYngQvoP,401970.149324,74,1
noon ET,2026-08-18T16:00:00+00:00,440088119,74,,HHLLMbCKZScCC47VZTNq53dRz6f9zhrdRgaqCRXvYswb,372695.535850,75,1
noon ET,2026-08-18T16:00:00+00:00,440088119,75,,5YwodrNkmG4AYXMhqh9DHU36onTWBHhhABHmwfBiBJY4,347777.700493,76,1
noon ET,2026-08-18T16:00:00+00:00,440088119,76,,76FfWqBV49fJJfEuMqJd3ti9itx27tgEmPPu6TrTehzC,340865.745196,77,1
noon ET,2026-08-18T16:00:00+00:00,440088119,77,,7NtoPw1XdgMoAmwtEFFziVwWNjWESzvRT8DKfTQLj364,334842.471486,78,1
noon ET,2026-08-18T16:00:00+00:00,440088119,78,,6CjEdC8Lz2GrcLzHeJ359MXfH1S28nmsDiSi52rh9RuW,302726.000000,79,1
noon ET,2026-08-18T16:00:00+00:00,440088119,79,,8A7yVSaFNbcUgeEYNaeZFLxbyVzVaMYjc7izuhgHVaJq,294004.280126,81,2
noon ET,2026-08-18T16:00:00+00:00,440088119,80,,7Hzw68NxKuHw9Aq2sB9z6xVQNqd6vHoftK8NNyqVN1Wi,288747.341352,80,0
noon ET,2026-08-18T16:00:00+00:00,440088119,81,,Ap99bzeSSyEcFbFtTrsuWkya1FHRVddAcGiJXgqF2L2S,272984.220901,82,1
noon ET,2026-08-18T16:00:00+00:00,440088119,82,,FfzHCmJKbx137kFkps76oLmtipJK3rPGu8ysixZtzgNg,270762.087185,83,1
noon ET,2026-08-18T16:00:00+00:00,440088119,83,,5Ks4SnK63TDBXPfmVMkCpN1WqnNGFuzTJ95nkd26tstM,233458.796084,84,1
noon ET,2026-08-18T16:00:00+00:00,440088119,84,,EkRsDmWFNo49whxqN8KjLokB5yUdhM7i7DkBSkbdc7kX,231637.139159,85,1
noon ET,2026-08-18T16:00:00+00:00,440088119,85,,H39YJXTY3RUXQ7ycVQvd8U3D5N1sS3iCAVLtkQgCj8Cz,223664.749319,86,1
noon ET,2026-08-18T16:00:00+00:00,440088119,86,,HQ8LB9jAzHqkkvJBmunwMMM3Pkpm89FPV7cAcHXZ8hF,219713.323928,87,1
noon ET,2026-08-18T16:00:00+00:00,440088119,87,,8TaxyAC5qR5Z1Nq6d8aSiyKbc7Aqhm1wmpcDDsWh8yAY,206347.792246,88,1
noon ET,2026-08-18T16:00:00+00:00,440088119,88,,5sLC9cJAUHkY44H84KpWpmUPWw2KseSu2dJX9gHmt4aU,200000.000000,89,1
noon ET,2026-08-18T16:00:00+00:00,440088119,89,,7dbMSsmWdeHRfST7LeajkkDrDFfCq9iXDsHFXgqxMgr8,190830.216565,90,1
noon ET,2026-08-18T16:00:00+00:00,440088119,90,,7TSvAKKvGbokfPRirQM1eaGu5867ATQXEN2r3hC5nqaj,180261.814151,91,1
noon ET,2026-08-18T16:00:00+00:00,440088119,91,,AxTo93zo7ooToK76tFvaK978CiPtAPH3s7aUXzDfRKjG,156116.403785,92,1
noon ET,2026-08-18T16:00:00+00:00,440088119,92,,ECMMuhFXrKmzUxfuSV85qaCFzwp7pKFA7eeQmPWcBU45,155098.494756,93,1
noon ET,2026-08-18T16:00:00+00:00,440088119,93,,D7TaE6R1jyxctVJDqa9asXQkbQ9UNdcAGvUsjc9nZpM3,140266.767426,94,1
noon ET,2026-08-18T16:00:00+00:00,440088119,94,,6pDVrZS5DWEDAqAaUe7SXU8bQAbrqTM4KMaaVghHJ1ea,139336.070571,95,1
noon ET,2026-08-18T16:00:00+00:00,440088119,95,,AqagJ6b3aFD2prrhyQbfZXWApRMQrzv8hc2ct63aMwPw,131567.496442,96,1
noon ET,2026-08-18T16:00:00+00:00,440088119,96,,9Jy2wzrxE84g6KEJfheGaR6Z83gHqygm8tPAUV9Txccb,129106.304917,97,1
noon ET,2026-08-18T16:00:00+00:00,440088119,97,,3D1tMLcqbEJoCWbzckVgyng3VWwhThuVzv4P6jcvgwKB,128185.302757,98,1
noon ET,2026-08-18T16:00:00+00:00,440088119,98,,69o1rHa4FWRdq9p3yYwtjyFC5CkqFhfEmbfSYFPeA2WC,128034.102902,99,1
noon ET,2026-08-18T16:00:00+00:00,440088119,99,,4A9HxCsazyxPqaz7J4fKvgAbhHoYq8FJ1cnNZXcXnevQ,126282.462900,100,1
noon ET,2026-08-18T16:00:00+00:00,440088119,100,,4XXh2q71SaE9nPXyKQ9Ad6tFymXsu1cqg6N33WNuNxnR,122478.483186,,
midnight ET,2026-08-19T04:00:01+00:00,440191945,1,Grand Vizier,A2gwjHX1w4BiXRLNDE3JQ2hLGabrqYNw9dvmXkRT1vdE,30122552.427319,1,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,2,Vizier,5qx7yV4Cwg67iEDSuszwMHYrQDJRnSCDF5DS6ZPAFvnV,23986255.185405,2,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,3,Necromancer,J1nQS7RXVSRij4S5AUdhFYYwwWxT1fdBtmJQvSfhywic,23588480.891078,3,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,4,Wizard,8JWx2gV9WnhdrZGTsi3hwfaAiiS2K51HtAQ3jFZPC3D4,22455164.623359,4,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,5,Prime Magi,3vhdQzvkK6gceaKGQcCcFamFy7veWhHz3JPkHGE8kqbt,19939262.288480,5,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,6,Magi,6mRj2oRpRCc18iRwyoyarPPTkQ8bunXtgo27xxQjZXYT,19863914.706785,6,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,7,Conjurer,4UwK5AE6Djdf3MfwtPGE8pFYD47MhU9fiStDVmSHJVMB,19604969.159054,7,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,8,Evoker,xeEENXb3dFh18hMReKqD55PfUbZrXWPxpo6zgjbR3oy,16492241.654887,8,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,9,Apprentice,AAbnUKvGS7w4esxZ9Pyxf7SYKZsi8rNEJeYrrtHoiFxA,12697063.869204,9,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,10,Acolyte,9dJKzPJQVoSLQ3ujdzUpUw3o2Ef2kTJLTgbLWnCMMD3i,11681180.254947,10,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,11,,2omVC16AduiQQZn36yF5pwZtRJ7UQrtmuiriEpD5YTir,10795796.071962,11,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,12,,ethuWdnPxqmwFskE4EpN18qdjzfCM79kALftiAGDw8Z,10149562.177163,12,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,13,,GXMfVHE9L3L3KyW3Dx1yNyxDSky59LSvMELpVKRQ4Yxm,10000136.602055,13,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,14,,HA9VmLW1V4p8kS4t2FdCEszMorfbAGwdSWqnUAduczSn,8995847.987749,14,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,15,,98QgvUf5apiXjsKcJrnuEQzYwmbeF6ifYRgQDGhoThVL,8887742.235019,15,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,16,,DUUfRJbbNfudqN68SBJwmXdURH7CKrKKhLq8dfWFzr2o,8063349.693614,16,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,17,,7yn6tnTbBjoSURMX8L93tH8dKCN8sEBA177kDMMmQ54z,7721070.855710,18,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,18,,B3XEPXRhv7o2k8QWUhX8vjXoeZcE8JPXtXnU6g1S11Ur,6907404.696303,17,-1
midnight ET,2026-08-19T04:00:01+00:00,440191945,19,,DnaemY3PNAXRzmTvAJpjXtpraUamqrSKj8P4CtLPssev,6311523.993286,19,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,20,,FLuCkgbeVFsqRVGayTzvipHZfTmAo4huLuyHmvwt973A,6210440.417328,20,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,21,,7jt6Zr7JcyRxQrt3QnJtH1jFtSkosa4PiqrQ4P9Fh7vc,6000000.000000,21,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,22,,BcACSLKqUtYY821ePSYS7dYrqaffuLnXRNqsLhZ3bvRj,5870043.038955,22,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,23,,5FubQtZr2igCPJzvu7eomiVFbZkHi3p1MstwGnjq8JDU,5065315.064250,25,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,24,,AKyWqDEp8koAmnvQv1N1bHzTA6CA38WeKBwFV4x9aprh,4822381.558638,26,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,25,,EjAHxa6nfmmetEvYMwbNy8tSEctiyo55yKTUF9yzgr2r,4646092.928490,27,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,26,,ACNu7R9GB5KjyuNf3Tc9wAxXHoPCVqfoQeZa5zv9S53p,4600000.000000,24,-2
midnight ET,2026-08-19T04:00:01+00:00,440191945,27,,EDDVYJyav59uMdeZisx45vW4EpDGUgNavpHTRSwvKZrr,4545772.027926,28,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,28,,D2APTrLdaCzMJzTcqfXZeMY5kHu4b15a4m5uJ5eh7tdN,4480255.179063,23,-5
midnight ET,2026-08-19T04:00:01+00:00,440191945,29,,CmzeDwSUePjV8iqAuAk7BW8PQUyZCm8Y2vW9jEegBnTz,4431202.057531,29,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,30,,E4SqhAopGupHqu4RhZWXJ5Ar33rPhWuWojJjghnz6ya5,4381394.173818,30,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,31,,2rQP56mHC2wgM1p8iL5EKXrKt7h49n4CGE16Q3M1763B,4155843.849736,31,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,32,,NEYmGzePZCZYSCYrbHzdCXbSdEUsvbjoeEfSGLFqN6p,3547003.813506,32,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,33,,3sAenA9xaFPAXWMNPNNVf6yje3kNT4f5rUx4mVpZsXrW,2668028.930139,33,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,34,,BcEzcCpALWxRi9eShRGbgsKN1nkekQqPVY1mRFea8kQc,2618674.468525,34,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,35,,8E3M5KqhsLM7GMA3nUe8diYEZFhxcPAYpAAXU467od3a,2173973.046698,35,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,36,,43ijP5TDBhU8Gn8i5Z93HSVVc6GN8MVQpx4TgM3SYhF6,2046619.625607,36,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,37,,73veij2mPGTdtBoULqVZ94L9tCziJ5yHhbZSb1CSeb9M,2018910.364996,37,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,38,,EQbpRukTiUz6ue2zgkKaDMdM3GGozdc7b8JnmePfKUBT,2004106.807451,38,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,39,,EAJPMRwp9VouiAoTtNqmomYWk2jPkJ5BGuxpJrxKpzt4,1992800.787108,39,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,40,,GeDDnsyp5a9eNvft23Bp6iDNcghvry3bapjRvVAMdrW7,1989869.907348,40,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,41,,2JhWVvDt7UBgbsFcBueUq5nyTtN616iXbfBcDmP9Nbdj,1973072.844631,41,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,42,,Dj5ZpEApBJCC7G1Kdu59NQe1adDwWt1rfVXss6vBaaMX,1954558.036140,42,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,43,,3YBNGfNaLL8uGnmtshvMw13SgsMryiKEZY3r6Qgxm2hN,1889037.060299,43,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,44,,3dxRzLMKzyqU8inS9mSCiHJAe3s547EBkSuhksTDjjgQ,1759229.163234,44,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,45,,erZZbYUnZGpJTKVXfBL9kG1CtBWT5v91YWQqq7uAjXe,1746774.619653,45,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,46,,7cBcYpZNrhq8Sn3Ziix8Bgm6XiSj76KBiguLJfvBaTYB,1653401.236918,46,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,47,,3PLfTSTtTTzyXRoFZmwebFaETWmM74b72iX47bCfMrac,1580613.340444,47,0
midnight ET,2026-08-19T04:00:01+00:00,440191945,48,,9biBcAbi3G4vuLcjmZsTnbV11Mx6z54abEQMZwqDdf2J,1143806.157462,49,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,49,,JE8wCiSSC6jC1ttRX5XryAdVw4HXAHQX3HaChb2GWsAa,1070391.070649,50,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,50,,CBbs3qy3A2oy6ahBaqJSojQ4Ap3mwgoZWRY8vaAHgyBk,1038292.892449,51,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,51,,AqkMRA9WzEgX5TkywLxCv3Uvon1ciucNicdRYnK4Dif7,985000.429811,52,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,52,,CL1kvg2mAfRyEbeMFeBVwJimmj7BXB5ymRpiuMYBFPvb,966834.935999,53,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,53,,2fQ3rzjFoXMrokfxXZ1pDJG56Q1tYQSd5J3tRefASfSA,923581.987447,54,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,54,,DeJTLwStVJNfhmNwrDhq1QHqWKt95QUDpeZnifs6fdV,847682.574606,55,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,55,,6e4jRpxJnLvCqC1p6ayrb64xMeN6wqZKxvdRmzM6sU1L,812931.011386,56,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,56,,A9SGJN94LhKFbUJSmfJc7giYcWsJZgpUfmouTQ9TjA7A,797045.425808,57,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,57,,FnUUq6pbGTtnbvJWRHquoWVKEbuaSfgiTXyxE9iJ7Y6J,765230.992272,58,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,58,,DiNCnFoHYzECUjEo8RSaB3eSUmuRPHbgV9smRewY1Zbv,710283.425379,59,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,59,,CzbkhAJYgE8k3otTGj8b21uGnHtsBGwuDdmKndYghmTq,698878.275327,60,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,60,,JDJ7fZL8LQ3fRsj4BJvZfiD4GJDLXjKRVq5chCQoF3ob,663747.249973,61,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,61,,FS5MkLp1914ErDqifbznHgF5r91Bf8ekBVDgdzVpQquJ,661335.790912,62,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,62,,CewxFJbUMcveTvJJtSNhHV3gQixwM6QjjEU1tVvNzwCq,658250.228479,63,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,63,,qwrjAJYC6HmNyjR3sNA1rrp81oNpVtoyC6wE8URUW2k,651700.261619,64,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,64,,CYv5EJtQCUvjfCXUuTAimB85ZzpzRjxEGYjES8WAnwQA,649306.964182,65,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,65,,BFVbjUCarjwDELo3XmMgZ5xHr7cGqaUQuFmpzN2ez7kq,633721.719696,66,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,66,,ejFecBu4RoHRu2ZngiiVbyyqgGyQxubuF3amdyZ8nSR,551099.389527,67,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,67,,mP4tnNkwAtRLpSZG5CqcH3CVPJHgVw7XH3j6YRyayQP,519195.112829,68,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,68,,BYbqTpJAqh8zpbC47BL4PV9jPyizgDXrEcMspMyBhwjb,512490.553616,69,1
midnight ET,2026-08-19T04:00:01+00:00,440191945,69,,C86CSbaDv3EpAjj59yPx5FYhNX3tUjYEq4Y2B8xZdQcm,446376.346321,71,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,70,,7bYduC5HiSdAN3R5GW9qEpwUSm6wrNHwpmRby6wbGviG,416038.628974,72,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,71,,HHLLMbCKZScCC47VZTNq53dRz6f9zhrdRgaqCRXvYswb,372695.535850,74,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,72,,5YwodrNkmG4AYXMhqh9DHU36onTWBHhhABHmwfBiBJY4,347777.700493,75,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,73,,76FfWqBV49fJJfEuMqJd3ti9itx27tgEmPPu6TrTehzC,340865.745196,76,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,74,,7NtoPw1XdgMoAmwtEFFziVwWNjWESzvRT8DKfTQLj364,334842.471486,77,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,75,,8A7yVSaFNbcUgeEYNaeZFLxbyVzVaMYjc7izuhgHVaJq,306791.804861,79,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,76,,6CjEdC8Lz2GrcLzHeJ359MXfH1S28nmsDiSi52rh9RuW,302726.000000,78,2
midnight ET,2026-08-19T04:00:01+00:00,440191945,77,,7Hzw68NxKuHw9Aq2sB9z6xVQNqd6vHoftK8NNyqVN1Wi,288747.341352,80,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,78,,Ap99bzeSSyEcFbFtTrsuWkya1FHRVddAcGiJXgqF2L2S,272984.220901,81,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,79,,FfzHCmJKbx137kFkps76oLmtipJK3rPGu8ysixZtzgNg,270762.087185,82,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,80,,5Ks4SnK63TDBXPfmVMkCpN1WqnNGFuzTJ95nkd26tstM,233458.796084,83,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,81,,EkRsDmWFNo49whxqN8KjLokB5yUdhM7i7DkBSkbdc7kX,231637.139159,84,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,82,,H39YJXTY3RUXQ7ycVQvd8U3D5N1sS3iCAVLtkQgCj8Cz,223664.749319,85,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,83,,HQ8LB9jAzHqkkvJBmunwMMM3Pkpm89FPV7cAcHXZ8hF,219713.323928,86,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,84,,8TaxyAC5qR5Z1Nq6d8aSiyKbc7Aqhm1wmpcDDsWh8yAY,206347.792246,87,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,85,,5sLC9cJAUHkY44H84KpWpmUPWw2KseSu2dJX9gHmt4aU,200000.000000,88,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,86,,7dbMSsmWdeHRfST7LeajkkDrDFfCq9iXDsHFXgqxMgr8,190830.216565,89,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,87,,7TSvAKKvGbokfPRirQM1eaGu5867ATQXEN2r3hC5nqaj,180261.814151,90,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,88,,AxTo93zo7ooToK76tFvaK978CiPtAPH3s7aUXzDfRKjG,156116.403785,91,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,89,,ECMMuhFXrKmzUxfuSV85qaCFzwp7pKFA7eeQmPWcBU45,155098.494756,92,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,90,,D7TaE6R1jyxctVJDqa9asXQkbQ9UNdcAGvUsjc9nZpM3,140266.767426,93,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,91,,AqagJ6b3aFD2prrhyQbfZXWApRMQrzv8hc2ct63aMwPw,131567.496442,95,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,92,,9Jy2wzrxE84g6KEJfheGaR6Z83gHqygm8tPAUV9Txccb,129106.304917,96,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,93,,3D1tMLcqbEJoCWbzckVgyng3VWwhThuVzv4P6jcvgwKB,128185.302757,97,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,94,,69o1rHa4FWRdq9p3yYwtjyFC5CkqFhfEmbfSYFPeA2WC,128034.102902,98,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,95,,4A9HxCsazyxPqaz7J4fKvgAbhHoYq8FJ1cnNZXcXnevQ,126282.462900,99,4
midnight ET,2026-08-19T04:00:01+00:00,440191945,96,,6pDVrZS5DWEDAqAaUe7SXU8bQAbrqTM4KMaaVghHJ1ea,125402.463514,94,-2
midnight ET,2026-08-19T04:00:01+00:00,440191945,97,,4XXh2q71SaE9nPXyKQ9Ad6tFymXsu1cqg6N33WNuNxnR,122478.483186,100,3
midnight ET,2026-08-19T04:00:01+00:00,440191945,98,,2uLNVHPFxsM8rPd5aYw4pqbAcFPFuA18t8nLx7b3jWtx,116153.271725,,
midnight ET,2026-08-19T04:00:01+00:00,440191945,99,,EpdLNHBQ5SLciNCpn5qAqHa5Rrjk9qz2yzYEAjyAjhwJ,114054.324591,,
midnight ET,2026-08-19T04:00:01+00:00,440191945,100,,VCpbLkFLQbtfaqPzknySgjJjaz8uvJcoVzi4J7BhCRQ,110443.710525,,
noon ET,2026-08-19T16:00:01+00:00,440295797,1,Grand Vizier,A2gwjHX1w4BiXRLNDE3JQ2hLGabrqYNw9dvmXkRT1vdE,30122552.427319,1,0
noon ET,2026-08-19T16:00:01+00:00,440295797,2,Vizier,5qx7yV4Cwg67iEDSuszwMHYrQDJRnSCDF5DS6ZPAFvnV,23986255.185405,2,0
noon ET,2026-08-19T16:00:01+00:00,440295797,3,Necromancer,J1nQS7RXVSRij4S5AUdhFYYwwWxT1fdBtmJQvSfhywic,23588480.891078,3,0
noon ET,2026-08-19T16:00:01+00:00,440295797,4,Wizard,8JWx2gV9WnhdrZGTsi3hwfaAiiS2K51HtAQ3jFZPC3D4,22455164.623359,4,0
noon ET,2026-08-19T16:00:01+00:00,440295797,5,Prime Magi,3vhdQzvkK6gceaKGQcCcFamFy7veWhHz3JPkHGE8kqbt,19939262.288480,5,0
noon ET,2026-08-19T16:00:01+00:00,440295797,6,Magi,6mRj2oRpRCc18iRwyoyarPPTkQ8bunXtgo27xxQjZXYT,19863914.706785,6,0
noon ET,2026-08-19T16:00:01+00:00,440295797,7,Conjurer,4UwK5AE6Djdf3MfwtPGE8pFYD47MhU9fiStDVmSHJVMB,19604969.159054,7,0
noon ET,2026-08-19T16:00:01+00:00,440295797,8,Evoker,xeEENXb3dFh18hMReKqD55PfUbZrXWPxpo6zgjbR3oy,16752104.456035,8,0
noon ET,2026-08-19T16:00:01+00:00,440295797,9,Apprentice,AAbnUKvGS7w4esxZ9Pyxf7SYKZsi8rNEJeYrrtHoiFxA,12697063.869204,9,0
noon ET,2026-08-19T16:00:01+00:00,440295797,10,Acolyte,9dJKzPJQVoSLQ3ujdzUpUw3o2Ef2kTJLTgbLWnCMMD3i,11681180.254947,10,0
noon ET,2026-08-19T16:00:01+00:00,440295797,11,,2omVC16AduiQQZn36yF5pwZtRJ7UQrtmuiriEpD5YTir,10795796.071962,11,0
noon ET,2026-08-19T16:00:01+00:00,440295797,12,,ethuWdnPxqmwFskE4EpN18qdjzfCM79kALftiAGDw8Z,10149562.177163,12,0
noon ET,2026-08-19T16:00:01+00:00,440295797,13,,GXMfVHE9L3L3KyW3Dx1yNyxDSky59LSvMELpVKRQ4Yxm,10000136.602055,13,0
noon ET,2026-08-19T16:00:01+00:00,440295797,14,,7yn6tnTbBjoSURMX8L93tH8dKCN8sEBA177kDMMmQ54z,9585361.143130,17,3
noon ET,2026-08-19T16:00:01+00:00,440295797,15,,HA9VmLW1V4p8kS4t2FdCEszMorfbAGwdSWqnUAduczSn,8995847.987749,14,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,16,,98QgvUf5apiXjsKcJrnuEQzYwmbeF6ifYRgQDGhoThVL,8887742.235019,15,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,17,,DUUfRJbbNfudqN68SBJwmXdURH7CKrKKhLq8dfWFzr2o,8063349.693614,16,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,18,,B3XEPXRhv7o2k8QWUhX8vjXoeZcE8JPXtXnU6g1S11Ur,6907404.696303,18,0
noon ET,2026-08-19T16:00:01+00:00,440295797,19,,D2APTrLdaCzMJzTcqfXZeMY5kHu4b15a4m5uJ5eh7tdN,6405334.516451,28,9
noon ET,2026-08-19T16:00:01+00:00,440295797,20,,DnaemY3PNAXRzmTvAJpjXtpraUamqrSKj8P4CtLPssev,6311523.993286,19,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,21,,FLuCkgbeVFsqRVGayTzvipHZfTmAo4huLuyHmvwt973A,6210440.417328,20,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,22,,7jt6Zr7JcyRxQrt3QnJtH1jFtSkosa4PiqrQ4P9Fh7vc,6000000.000000,21,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,23,,BcACSLKqUtYY821ePSYS7dYrqaffuLnXRNqsLhZ3bvRj,5870043.038955,22,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,24,,5FubQtZr2igCPJzvu7eomiVFbZkHi3p1MstwGnjq8JDU,5065315.064250,23,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,25,,AKyWqDEp8koAmnvQv1N1bHzTA6CA38WeKBwFV4x9aprh,4822381.558638,24,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,26,,EjAHxa6nfmmetEvYMwbNy8tSEctiyo55yKTUF9yzgr2r,4646092.928490,25,-1
noon ET,2026-08-19T16:00:01+00:00,440295797,27,,EDDVYJyav59uMdeZisx45vW4EpDGUgNavpHTRSwvKZrr,4545772.027926,27,0
noon ET,2026-08-19T16:00:01+00:00,440295797,28,,CmzeDwSUePjV8iqAuAk7BW8PQUyZCm8Y2vW9jEegBnTz,4431202.057531,29,1
noon ET,2026-08-19T16:00:01+00:00,440295797,29,,E4SqhAopGupHqu4RhZWXJ5Ar33rPhWuWojJjghnz6ya5,4381394.173818,30,1
noon ET,2026-08-19T16:00:01+00:00,440295797,30,,2rQP56mHC2wgM1p8iL5EKXrKt7h49n4CGE16Q3M1763B,4155843.849736,31,1
noon ET,2026-08-19T16:00:01+00:00,440295797,31,,NEYmGzePZCZYSCYrbHzdCXbSdEUsvbjoeEfSGLFqN6p,3547003.813506,32,1
